store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
,,Main road 3,,Bludenz/Bürs,,6706,Austria,05552/300 08,47.151684000000,9.814565000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Hütteldorfer Straße 81B / 4,,Wien,,1150,Austria,0664/8466662,48.198853000000,16.319983000000,Monday:06:00 - 02:00;Tuesday:06:00 - 02:00;Wednesday:06:00 - 02:00;Thursday:06:00 - 02:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:07:00 - 02:00;holiday:07:00 - 02:00;,,0
,,Dammstraße / B8,,German-Wagram,,2232,Austria,0664 / 884 695 91,48.303394000000,16.576574000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Kopernikusstraße 8,,Vöcklabruck,,4840,Austria,0767 / 221 307,48.004780000000,13.673107000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 00:00;Saturday:07:00 - 00:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Grinzinger Allee 3,,Wien,,1190,Austria,01/328 28 07,48.246517000000,16.342239000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:08:00 - 00:00;holiday:08:00 - 00:00;,,0
,,Copy to Clipboard,,Graz,,8051,Austria,0664 / 846 66 60,47.104416000000,15.400177000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 00:00;Friday:06:00 - 01:00;Saturday:06:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,The,,Salzburg,,5020,Austria,0662/875 172,47.809799000000,13.061600000000,Monday:06:30 - 02:00;Tuesday:06:30 - 02:00;Wednesday:06:30 - 02:00;Thursday:06:30 - 02:00;Friday:06:30 - 03:00;Saturday:06:30 - 03:00;Sunday:06:30 - 02:00;holiday:06:30 - 02:00;,,0
,,Waidhofner Straße 46,,Amstetten-Greinsfurth,,3300,Austria,07472/642 80,48.108540000000,14.836826000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Copy to Clipboard,,Kufstein,,6332,Austria,05372/677 70,47.593456000000,12.176650000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 03:00;Saturday:06:00 - 03:00;Sunday:06:00 - 01:00;holiday:06:00 - 01:00;,,0
,,Shopping center Cyta / Gießenweg 2,,Völs,,6176,Austria,0512/30 36 39,47.257057000000,11.323176000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Römerstraße 1,,Eugendorf,,5301,Austria,06225/7640,47.859444000000,13.125164000000,Monday:07:00 - 24:00;Tuesday:07:00 - 24:00;Wednesday:07:00 - 24:00;Thursday:07:00 - 24:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 24:00;holiday:07:00 - 24:00;,,0
,,Rheinstraße 6,,Hard,,6971,Austria,05574/663 66,47.490559000000,9.705108000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Haiderstraße 39,,Ansfelden,,4052,Austria,07229/820 00,48.211369000000,14.279418000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:06:00 - 01:00;holiday:06:00 - 01:00;,,0
,,Copy to Clipboard,,Oberwart,,7400,Austria,03352/314 16,47.283249000000,16.186424000000,Monday:07:00 - 00:00;Tuesday:07:00 - 00:00;Wednesday:07:00 - 00:00;Thursday:07:00 - 00:00;Friday:07:00 - 02:00;Saturday:07:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Breitenleer Straße S2,,Wien,,1220,Austria,01/734 59 61-11,48.250202000000,16.470798000000,Monday:06:30 - 01:00;Tuesday:06:30 - 01:00;Wednesday:06:30 - 01:00;Thursday:06:30 - 01:00;Friday:06:30 - 01:00;Saturday:06:30 - 01:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Copy to Clipboard,,Wolfsberg,,9400,Austria,0676 898 388 817,46.823643000000,14.839535000000,Monday:06:30 - 24:00;Tuesday:06:30 - 24:00;Wednesday:06:30 - 24:00;Thursday:06:30 - 24:00;Friday:06:30 - 01:00;Saturday:06:30- 01:00;Sunday:06:30 - 24:00;holiday:06:30 - 24:00;,,0
,,Brünnerstraße 170,,Wien,,1210,Austria,01/292 58 48,48.280624000000,16.411858000000,Monday:08:00 - 22:00;Tuesday:08:00 - 22:00;Wednesday:08:00 - 22:00;Thursday:08:00 - 22:00;Friday:08:00 - 22:00;Saturday:08:00 - 22:00;Sunday:08:00 - 22:00;holiday:08:00 - 22:00;,,0
,,Maria Guilherster 35,,Villach,,9500,Austria,04242/225 55 50,46.605309000000,13.865604000000,Monday:06:00 - 02:00;Tuesday:06:00 - 02:00;Wednesday:06:00 - 02:00;Thursday:06:00 - 02:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:06:00 - 02:00;holiday:06:00 - 02:00;,,0
,,Schloßhoferstraße 13 - 15,,Wien,,1210,Austria,01/271 55 81,48.257530000000,16.400484000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Wegscheiderstr. 1/GPO I,,Linz,,4020,Austria,0732/37 15 48,48.254082000000,14.282057000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Lauzilgasse 31,,Graz,,8020,Austria,0664 / 884 680 98,47.045532000000,15.430638000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 00:00;Friday:06:00 - 01:00;Saturday:06:00 - 01:00;Sunday:06:00 - 00:00;holiday:06:00 - 00:00;,,0
,,Thaliastraße 17,,Wien,,1160,Austria,01/493 28 75,48.208958000000,16.335102000000,Monday:06:30 - 00:30;Tuesday:06:30 - 00:30;Wednesday:06:30 - 00:30;Thursday:06:30 - 00:30;Friday:06:30 - 00:30;Saturday:07:00 - 00:30;Sunday:07:00 - 00:00;holiday:09:00 - 00:00;,,0
,,Donaustadtstraße 49,,Wien,,1220,Austria,0699/199 000 37,48.220001000000,16.444101000000,Monday:06:00 - 00:00;Tuesday:06:00 - 00:00;Wednesday:06:00 - 00:00;Thursday:06:00 - 00:00;Friday:06:00 - 02:00;Saturday:06:00 - 02:00;Sunday:07:00 - 00:00;holiday:07:00 - 00:00;,,0
,,Ginzkey Street 60,,Wels,,4600,Austria,07242/568 00,48.179642000000,14.063260000000,Monday:09:00 - 00:00;Tuesday:09:00 - 00:00;Wednesday:09:00 - 00:00;Thursday:09:00 - 00:00;Friday:09:00 - 00:00;Saturday:09:00 - 00:00;Sunday:09:00 - 00:00;holiday:09:00 - 00:00;,,0
,,Haratzmüller Straße 80,,Steyr,,4400,Austria,07252/432 88,48.042690000000,14.433714000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 01:00;Saturday:07:00 - 01:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Völkermarkter Straße 268,,Klagenfurt,,9020,Austria,0676 898 388 808,46.629536000000,14.354836000000,Monday:06:30 - 01:00;Tuesday:06:30 - 01:00;Wednesday:06:30 - 01:00;Thursday:06:30 - 01:00;Friday:06:30 - 02:00;Saturday:06:30 - 02:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Universitätsring 12,,Wien,,1010,Austria,01/533 30 21,48.213703000000,16.362692000000,Monday:06:00 - 01:30;Tuesday:06:00 - 01:30;Wednesday:06:00 - 01:30;Thursday:06:00 - 01:30;Friday:06:00 - 05:00;Saturday:07:00 - 05:00;Sunday:07:00 - 01:30;holiday:07:00 - 01:30;,,0
,,Triester Straße 70 – Wienerberg,,Wien,,1100,Austria,01/667 85 35,48.165237000000,16.346470000000,Monday:05:30 - 03:00;Tuesday:05:30 - 03:00;Wednesday:05:30 - 03:00;Thursday:05:30 - 03:00;Friday:05:30 - 05:00;Saturday:06:00 - 05:00;Sunday:06:00 - 03:00;holiday:06:00 - 03:00;,,0
,,Conrad v. Hötzendorfstr. 91,,Graz,,8010,Austria,0664 / 884 680 99,47.055412000000,15.448221000000,Monday:06:00 - 01:00;Tuesday:06:00 - 01:00;Wednesday:06:00 - 01:00;Thursday:06:00 - 01:00;Friday:06:00 - 01:00;Saturday:06:00 - 01:00;Sunday:06:00 - 01:00;holiday:06:00 - 01:00;,,0
,,Copy to Clipboard,,Wall,,8600,Austria,03862/56620,47.420795000000,15.274275000000,Monday:07:00 - 01:00;Tuesday:07:00 - 01:00;Wednesday:07:00 - 01:00;Thursday:07:00 - 01:00;Friday:07:00 - 03:00;Saturday:07:00 - 03:00;Sunday:07:00 - 01:00;holiday:07:00 - 01:00;,,0
,,Pottendorferstraße 45,,Neustadt,,2700,Austria,02622/26401,47.829018000000,16.251837000000,Monday:00:00 - 24:00;Tuesday:00:00 - 24:00;Wednesday:00:00 - 24:00;Thursday:00:00 - 24:00;Friday:00:00 - 24:00;Saturday:00:00 - 24:00;Sunday:00:00 - 24:00;holiday:00:00 - 24:00;,,0
,,Singerstraße 4,,Wien,,1010,Austria,01/513 92 79,48.207664000000,16.372374000000,Monday:07:00 - 02:00;Tuesday:07:00 - 02:00;Wednesday:07:00 - 02:00;Thursday:07:00 - 02:00;Friday:07:00 - 04:00;Saturday:07:00 - 04:00;Sunday:07:00 - 02:00;holiday:07:00 - 02:00;,,0
,,"Hernalser Gürtel 82 A - 87, urban railway arches",,Wien,,1090,Austria,01/408 29 00,48.216301000000,16.341574000000,Monday:07:00 - 04:00;Tuesday:07:00 - 04:00;Wednesday:07:00 - 04:00;Thursday:07:00 - 05:00;Friday:07:00 - 05:00;Saturday:07:00 - 05:00;Sunday:08:00 - 03:00;holiday:08:00 - 03:00;,,0
,,Alpenstraße 112,,Salzburg,,5020,Austria,+43 0662 625536,47.774761000000,13.068038000000,Monday:06:30 - 02:00;Tuesday:06:30 - 02:00;Wednesday:06:30 - 02:00;Thursday:06:30 - 02:00;Friday:06:30 - 03:00;Saturday:06:30 - 03:00;Sunday:07:00 - 02:00;holiday:07:00 - 02:00;,,0
,,Franz-Reisch-Strasse 7,,Kitzbühel,,6370,Austria,05356/714 30,47.445900000000,12.389800000000,Monday:09:00 - 02:00;Tuesday:09:00 - 02:00;Wednesday:09:00 - 02:00;Thursday:09:00 - 02:00;Friday:09:00 - 02:00;Saturday:09:00 - 02:00;Sunday:09:00 - 02:00;holiday:09:00 - 02:00;,,0
